date,matched_words,Deidentified_paragraph
,homeless,"I believe that we must commit to immediate solutions as well as long-term planning. DATE0 that someone remains homeless, they are left victim to the elements, to criminal activity, and to extreme suffering. These are urgent issues in the short term."
,homeless,Voting no on the resolution was not a no vote for the homeless community. I had plenty to say at the committee meeting and the council meeting [ORGANIZATION] when voting on this resolution. So I'd just like to refer people to that recording and my public comments as well.
,homelessness,"I was never a sponsor. I voted in support of the resolution in terms of the need to begin to address the homelessness as well as other related issues. So at this time, there is no further comments from."
,homeless,"I'm wondering about the quarantine center. What are we planning to have in [STREET] moving forward to allow some of the homeless and those that cannot shelter or quarantine at home, where will they go? That's a good question."
,homeless,"When we got the one the first time, they were the only ones really willing to step forward. And now there's no hotel that we have found or motel that has been willing to step forward. And so the approach that the health officials have been pursuing is they  They believe in conversations with the shelters, [ORGANIZATION], that they would be able to manage and figure out quarantine for their populations."
,homelessness,This is an important part of our homelessness problem in the city. So anything we can do to support low-income housing units is a helpful piece. Thank you very much.
,homeless,"Thank you. Mr. [PERSON], you have [TIME]. Okay, anyhow, first I would like to just encourage every council member to continue the work on the homeless issue."
,homelessness,"Well, good evening, [PERSON] President and other members of FAC0. I'd like to take [TIME] also to speak on the homelessness situation that is currently taking [STREET] in the [ORGANIZATION] neighborhood, and just very shortly also on the protests that were held on [ORGANIZATION]. First, I would like to say that I am sorry that I wasn't home when the protesters came by."
,homelessness,"We're faced with much greater stress. We're faced with people that have lost their jobs that are still unemployed, and we're faced with a situation of homelessness that to some extent we have always had. All I can say is that I just encourage all of us as a community, community partners, members of the council, the mayor's office, and myself, and the people that are so passionate and wanting to try to help these folks."
,homelessness,"And I would like to call the council and our [ORGANIZATION] community to not lose a sense of urgency about this pressing issue of homelessness and safe housing, especially with the uncertainty of the current tentative having to leave FAC0 on DATE0. And I hope that we can cultivate more creative thinking and a spirit of collaboration and increased communication to move forward. And as [ORGANIZATION] just mentioned some recent incidents in our neighborhood, I hope that  even if we cannot come to very swift action on the next steps forward with homelessness, I hope that we can have swift action to address the increasing violence and gun violence in our neighborhood."
,homeless,"As my housemate [ORGANIZATION] mentioned, [ORGANIZATION] that we know is a drug van is currently sitting in the spot on FAC0 where it always sits. We're pretty worried about the public health effects of having drugs and guns in our neighborhood. One thing that we'd like to reiterate though is that we're not interested in just kind of picking this problem down the [STREET] a little further by kicking all the homeless people out of our neighborhood."
,unhoused,"What we're looking for is a solution that really integrates people who are currently  unhoused or are participating in drug activity back into society. We're interested in whatever creative solutions that the council is able to put together in order to make some sort of dignified shelter situation possible as quickly as possible for the health of the neighborhood, but also for the health of the whole city. We are ready and willing to continue to provide support as a neighborhood association."
,homeless,"We are a corporation representing over 20 [ORGANIZATION] businesses and still growing. We are seeking fairness for the truly homeless in our community  as well as greater fiscal responsibility from our local government, and also fairness and freedom for all media platforms to share and report on the actions of our government. All this is transparent for the genuine improvement of the City of [ORGANIZATION]."
,homeless,"I do see a hand, [PERSON]. Thank you, President. As a member of the joint committee on to the other two at-large council members as well as [PERSON], probably [ORGANIZATION] in regards to the next step solutions for the almost 500 homeless in our city, we're actively searching for a viable location to house these folks in need."
,affordable housing,"Thank you. The revitalization was great. You know, when neighborhoods and others work collaboratively together, you see all the results, and we know that there is such a need for affordable housing, be it duplexes or apartments within our community."
,affordable housing,"So thank you for your continued work and support of this effort. And I would just have to say that as the representative of the first district, that I am so proud that we're, that the [ORGANIZATION] is building houses and,  the policies and things that the administration has been putting forward is helping to spur more of that and um a duplex um in this area and affordable housing is so important and we need it we need as much as we possibly can so again uh thank you for your hard work thank you all right uh i will now entertain a motion regarding bill [DATE]."
,affordable housing,"What we have learned since [ORGANIZATION] when I left health planning to go to medical school are the following. Health is not simply a result of medical facilities or access to medical care. Affordable housing, food deserts, and jobs and recreational facilities located near that affordable housing has a lot to do with health status."
,affordable housing,"I urge you to appropriate additional dollars of [ORGANIZATION] for federally funds to be spent addressing affordable housing in our beloved city, enticing grocery stores and produce markets to locate near that affordable housing.  and encouraging jobs and recreational facilities to be near that affordable housing. I think this has been addressed not to my satisfaction or that of many of us in the medical community. Thank you."
,affordable housing,"This would be an [ORGANIZATION] mixed-use real property abatement with a commitment of $13.9 million in investment. And the proposed project is a four story 65,000 square foot mixed use and multifamily building. It would create eight new FTEs and would include a substantial portion of the building for affordable housing."
,homeless,"We are a corporation representing over 20 [ORGANIZATION] businesses. We are seeking fairness for the truly homeless in our community.  as well as greater fiscal responsibility from our local government. And lastly, fairness and freedom for all media platforms to share and report on the actions of our government."
,homeless,"All this is transparent for the genuine improvement of [ORGANIZATION]. [ORGANIZATION], [ORGANIZATION] sent an email to each of you requesting a meeting with us individually.  to hear our initiatives to help solve many of the homeless issues within our city. We have email receipts from you showing the messages were delivered to your official city addresses."
,homeless,"Therefore, I'm asking each of you to reconsider and meet with us one-on-one to hear what [ORGANIZATION] has identified as legitimate measures to save our city from being overrun by more homeless immigrants from surrounding states and communities. Please meet your obligation to our community as our duly elected officials and meet with us, your constituents, and hear what we have to say. Thank you."
,homeless,"The second thing I have been engaged to do is to participate with  the council and with [ORGANIZATION] for, with regard to the matter of the homeless intake center on FAC0. I am a land use lawyer, a real estate lawyer, and a state certified general appraiser now for a very, very long time. And this is my area of the law and my area of practice for [ORGANIZATION]."
,homeless,"That includes the crime analysts, as well as the other pieces that need to make that run successfully. We continue to implement the homeless strategy, and there are new dollars to enable us to move forward on that strategy from [ORGANIZATION]. So, again, as we move forward, this is an issue that we must confront as a city, and we are continuing to do more than ever before."
,affordable housing,"And on the following slide are all three properties tied into this project, which are reflected in Bill 23-58. This bill designates the collective properties as being eligible for an [ORGANIZATION] multifamily real property tax abatement and  These properties will all be developed by [ORGANIZATION], which is owned by [ORGANIZATION]. The combined bills will help support what the developer has dubbed [ORGANIZATION], which is intended to increase the supply of affordable housing within the ORG1."
,affordable housing,"So, [ORGANIZATION] goal is to convert the two existing structures into affordable multifamily units, along with developing a new similar unit on the vacant parcel. The outcome will be the development of at least seven new affordable housing units within the ORG1. Total private investment to make the project occur will be a little over $900,000, and one part-time employee will be hired to maintain and manage the properties."
,homeless,"I'm on the board of a group called [ORGANIZATION] here, which is also on the board with [ORGANIZATION], who's the director of the community police review board. And [ORGANIZATION] I started volunteering at FAC0 to help the homeless, feeding them on DATE1 mornings. Hopefully you're thinking this is the kind of guy we're looking for."
,affordable housing,"We're not talking about anyone else. We're talking about black people. And so it's great to have an idea that, you know, we can celebrate the end of slavery, but it should be coupled with and should also be celebrated by  If we can see a brighter day within the African-American community, we're talking about affordable housing."
,affordable housing,"My name is [ORGANIZATION]. I live at [ADDRESS]. We're here [ORGANIZATION] on behalf of [ORGANIZATION], and we are requesting this alley vacation in order to build four affordable housing units on FAC0 in our neighborhood."
,affordable housing,And they have been such an agent of change for our neighborhood over on that side of town. And this project is something that is going to be very impactful for units of affordable housing. It's a big deal
,affordable housing,"At this time, we would move to resolutions. [PERSON], will you give resolution 22-17 a reading? 22-17, a resolution of [ORGANIZATION], [ORGANIZATION], calling for the cooperation of [ORGANIZATION], [PERSON], and developers to create, fund, and implement an initiative to remove barriers to affordable housing in GPE2."
,affordable housing,"Maybe it's a presenter, you know, maybe it's something personal going on here, but it's  It's only to further along the discussion about affordable housing, the need for affordable housing. No one said anything when Mayor [PERSON] knocked down 700 homes, mostly in [ORGANIZATION]. No one's really said anything about what this is going to look like in [ORGANIZATION] when it's redeveloped on FAC0, if or when that does happen."
,affordable housing,"Thank you. This was brought to us [ORGANIZATION], and we all do support affordable housing in our community. And we have had presentations by the administration about their work that they're doing with [ORGANIZATION]."
,affordable housing,"So I think it's been explained to us more than one [STREET] here. And it was pretty clear to me when Dr. [PERSON] said that this was a very pointed toward the housing authority, and it was basically telling the developer what they could and could not do. And then to give it [ORGANIZATION] and to come back before us again, um,  I mean, we all acknowledge here, including [PERSON], that we support affordable housing."
,affordable housing,Yes. Just a brief follow up to questions that came up during the affordable housing meeting under residential neighborhoods. I've been in conversation with the county auditor's office regarding the tax sale concerns.
,affordable housing,"And so to just kind of run through those,  if if we start with strong neighborhoods and look at affordable housing on the left side are our direct quotes from from council members on what what you wanted to see in the [ORGANIZATION] budget so uh an expansion of home repair a plan for for safe and affordable housing uh incentivizing new housing construction um and and incentivizing investment in aging housing stock  The [ORGANIZATION] budget responds to that. There's a fourfold increase in resources for housing compared to [LOCATION]."
,affordable housing,"So there's four times as much resources available. And we're looking to do exactly what council members suggested, looking at the issue of affordable housing from all sides, looking at access to funding for existing home repair. Also incentivizing the number of new homes by removing barriers to financing, and then providing home buying assistance directly to residents and continuing to leverage CDBG funding."
,affordable housing,"So really, really responding to this issue from a variety of angles to try and attack it. An issue as complex as affordable housing needs to be responded to at a variety of levels and council recognize that in there in your priorities, and the [ORGANIZATION] budget recognizes that as well. The neighborhood infrastructure side, [LOCATION] after [LOCATION], this is very prevalent in council priorities."
,homeless; homelessness,"So, uh,  the the bill [DATE] will jump start that [TIME] in [ORGANIZATION] and then [LOCATION] will be an additional nearly four million dollars we're expanding the successes of the [ORGANIZATION] to continue to to invest in FAC0 and FAC1 but also expanding that to other neighborhood corridors a direct response to [ORGANIZATION] priorities and opening up that to to FAC2 and investing in some of the neighborhood amenities  that make those business corridors great. And then exploring the startup of a land bank to really figure out how we can address not just dilapidated houses, but vacant lots that are in the community and looking to partner with a community partner on a land bank.  on the the second priority of safe community uh lots and lots of conversation around violence reduction and and uh recruiting and retention at [ORGANIZATION] um so ensuring the safety of residents by providing necessary resources reviewing the data on gvi and violent crime reduction um really looking at violence sort of from a holistic perspective and then also looking at our homeless residents and figuring out how we can really implement have  uh document and implement a a sustainable plan for addressing homelessness um and so the [LOCATION] budget continues to and expands actually investment in violence intervention programs through ORG2 both on the operational level by adding two staff members by continuing the investment in the save team and can and actually expanding the amount of resources available for violence reduction initiatives through the arp the total of all of those being about 1.8 million  um expanding investment into public safety technology to help the [ORGANIZATION] provide new and innovative ways and [ORGANIZATION] [INSTITUTION] provide new and innovative ways to keep to keep our residents safe and then on homelessness um having a really actually a historic investment in homelessness we talked about that in the context of the [ORGANIZATION] budget that it was a historic investment in homelessness we're continuing that in the [LOCATION] budget and then  adding to it with proposed partnerships with the county on homelessness and mental health initiatives to take care of everyone in the community. On the infrastructure side, as the mayor said, I don't think that there's been this much money available for infrastructure in [DATE]."
,homelessness,"Our fates are intertwined for better or worse. As I've sat here this [TIME] listening, I made a list of things that came up. [ORGANIZATION], transport, bus driver shortage, after school programs, [ORGANIZATION], [ORGANIZATION], housing, homelessness, circuit breaker, COVID relief funds."
,homeless,"We are seeking fairness for the truly homeless in our community, as well as greater fiscal responsibility from our local government. And lastly, fairness and freedom for all media platforms to share and report on the actions of our government. All of this is transparent for the genuine improvement of the city of [ORGANIZATION]."
,homeless,"DATE0, I stood before you and noted that few of you had agreed to meet with us  to learn about our plans to protect the city from being overrun by more homeless immigrants from surrounding states and communities. At that time, only three of you had met with us individually. Since that last council meeting, [PERSON] and [PERSON] have responded with offers to meet with us and we look forward to sharing our plans with both of them directly."
,homeless,"We are a corporation of over 20 [ORGANIZATION] businesses. We are seeking fairness for the truly homeless in our community.  as well as greater fiscal responsibility from our local government. And lastly, fairness and freedom for all media platforms to share and report on the actions of our government."
,homeless,"All of this is transparent for the genuine improvement of [ORGANIZATION].  from being overrun by more homeless immigrants from surrounding states and communities. And prior to the last meeting, only four of you had met with us individually. Since that last council meeting, [PERSON] and [PERSON] have since met with us."
,homeless,"And so that leads to about being able to house about 30 to 50 at the [ORGANIZATION] building, which is administered by [ORGANIZATION], and then 25 sheltered at ORG2. And other organizations are stepping up [ORGANIZATION] to provide additional options, given the pandemic and the protocols that are required. Then the county undertook a motels program to build off of the program established by ORG3 anonymous donors."
,homeless,"And then finally, as you know, and [ORGANIZATION]'s been a good participant and leader in our homeless implementation group, the three subgroups, as well as the full group, are working to finalize recommended steps by [ORGANIZATION], and we'll have more to report when they do so. So with that, I'll turn it over to any questions [ORGANIZATION] may have. Thank you, Mayor [PERSON]."
,homeless,"I'm always on that city county meeting [ORGANIZATION] and those that are working with the homeless in that program say that this has made a significant impact very  very positive impact. So I just wanted to thank you very much for moving on that so quickly. Thank you, that's great to hear."
,homelessness,"From homelessness to the police, you know, ramping up enforcement, etc. But I want to talk about [ORGANIZATION] that members on FAC0 was awakened by loud horns and folks banging on their doors. The folks that I'm talking about are contractors."
,homeless,I just wanted to jump on and make sure that we don't take our eyes off of the issue of the homeless. I heard [ORGANIZATION] that at least one person in the 10th city possibly had been hospitalized and at least one person over there had tested positive for [PERSON]. I had asked the question sometime back when they had [LOCATION] amnesty open if they had done any mass testing of the homeless people.
,homeless,"And basically, I believe the mayor had said that he has now left the quarantine part of it in the lap of the, um, county health department. So, you know, in light of the fact that someone has tested positive in that homeless encampment, um, I think it's,  something that's necessary that maybe we look into pushing the county to visit one of the places, maybe FAC0 or FAC1 or somewhere where the homeless gather and we try to accomplish a mass testing."
,homeless,"And a lot of them don't have masks and probably don't have sanitizers. I'm not sure if the,  hand sanitizer station is out there yet. I was told they were gonna take some [PERSON] and a hand sanitizing station out there, but I just wanna let you know that there has been some positive [PERSON] cases there and we need to stay on top of the homeless issue and keep pushing to find a solution."
,homeless,"City right now and the homeless population and the decisions that will be made, we ask God that you would look on our mayor, our police chief, all of our elected officials, and allow them to represent the people. We pray God for peace in our city. We ask that you will watch over families and young people."
,homeless,"Now we'll turn to special business at this time. Mayor [PERSON] will give us an update. On city-related issues as well as anything on FAC0, I believe the main concern from this common council has been the homeless tent city."
,homeless,"But we'll know how this opening is going in relative short order. So that's where we are and we continue to work with our health officials and [ORGANIZATION] and our partners in the county to increase testing, contact tracing, and the pieces that are going to help us contain further outbreaks without having to resort to stay at home or more extreme separation or isolation measures. I know the issue of our chronic homeless population has become front and center, especially [ORGANIZATION]."
,homeless,"And in particular, there is an [ORGANIZATION] emergency solutions grant, which is federal funding, and it funds five shelters, [ORGANIZATION], [PERSON], ORG2, [PERSON], and [LOCATION]. It doesn't fund the whole bit. They get other federal funding outside of this amount, as well as fundraising and other funding sources, but we do direct the funds that we manage as a city toward those.  those entities."
,homeless,"And we use the balance mainly for three agencies for rapid rehousing. And those are similar agencies, [ORGANIZATION], [ORGANIZATION], and ORG2. And then [PERSON], which includes membership from [ORGANIZATION] and the county and [PERSON], administers another portion of those federal [LOCATION] funds, and some of those are directed toward GPE2 for tenant-based rental assistance to mentally ill and our homeless populations."
,homeless; homelessness,"But as you know, [ORGANIZATION], I believe [PERSON], [DATE], was when we had our, at least in recent memory, our first start of a type of encampment that happened under the bridge there on FAC0. And what came out of this was the report on chronic homelessness from the working group under the previous administration. And the chronic homeless individuals account for a small fraction of the total homeless population over the course of [ORGANIZATION]."
,homeless,"And that was found as best practices across the country. And with the thought that  Even though we have leading institutions for what we might call the non chronically homeless, you know [ORGANIZATION] has received a lot of accolades over [ORGANIZATION] for what they're able to provide relative to what other cities do. And we have a host of other agencies as well that provide services."
,homeless,"So the. So what we're really talking about are these chronically homeless individuals for the most part. And what the Housing First principle is about is there may be a host of issues why these individuals are chronically homeless and not able to –  not able to take part in the other services, or not able to move toward a more stable life with shelter."
,homeless,"And we also did work to help a consultant process to get us to join the balance of state piece. On the permanent supportive housing side, we were able to partner –  with different with I don't know the exact entities names but the corporation for supportive housing and their applications and Get the what we know is the [ORGANIZATION] apartments over there off FAC0, and that was 32 units of  And there was a second project that's been under consideration for [ORGANIZATION] that proposed 22 new permanent supportive housing units and up to 40 scattered site permanent supportive housing units, as well as vouchers. We've also separately worked with [ORGANIZATION] over [LOCATION] to coordinate different projects."
,affordable housing,"But that piece was not, I don't know all that went into that, but I think where we can get scattered site supportive housing units, I mean, the goal is to decentralize.  a lot of this and so that there's not any one built up issue or compounding issues by having you know more density in terms of these individuals  We're also working with [ORGANIZATION], who have agreed to offer at least five permanent supportive housing units. So that's all recent work to try to get some of these long-term solutions moving and get more permanent shelter options for our unsheltered population. At the same time, the city entered into arrangements that, again, were unprecedented with the formation of the FAC0 building over there by [PERSON] as a weather amnesty site."
,homeless,"I believe we used it for [ORGANIZATION] of two winters. [ORGANIZATION], [ORGANIZATION], there was the option over there at FAC0 where [ORGANIZATION] operated weather amnesty  And then [ORGANIZATION], the ORG1 building over on FAC1 was a weather amnesty, along with ORG2 opens up parts of their facilities for weather amnesty as well. The other new thing [ORGANIZATION] was the partnership with ORG3 for a day center."
,homeless,"But it's not, that's not something we can do long term or if there needs to be an extension past this first period of the coronavirus crisis. The health officials are working to, you know, we know testing has been an issue across the board, but they are working to test our homeless populations. And they tested those in shelters and are working to test the unsheltered individuals."
,homelessness,"and You know at [TIME] There were still a number of folks there and both people who are experiencing homelessness as well as a number of advocates on behalf of those individuals I'm proud of the men and women in code and police and  for how they took on this difficult task [ORGANIZATION]. That was not an easy environment to go into, but for the most part, it went as smooth as we might have hoped. We, of course, would have hoped for a smoother transition, but all things considered and where it could have gone, it was relatively smooth."
,homeless,"So that's going on the short term. In terms of the long term, if this council  does support the [ORGANIZATION] approach and strategy. We'd be looking to strengthen that coordinated entry system and continue to expand the number of permanent supportive housing units for the chronic homeless individuals."
,homeless,"We'll continue to seek more regional partners because we do know that this is not –  [ORGANIZATION] hosts a lot of the services for homeless in our area, but it is a regional issue and certainly need to engage more regional partners. And the other piece is that some people have suggested, and this is up for discussion, is trying to decentralize the provision of existing services so that no one  area or a neighborhood has to bear the full brunt of our region's issues. And so that's something we heard when we were trying to site the gateway or the intake center, where the southeast neighborhood said, well, we have all these services."
,homeless,"Is there any [STREET] that you could find it somewhere else? But then the challenge is,  the people are going to gravitate toward where the services are so so unless there is a [STREET] to decentralize it somewhat we're always going to have this this challenge so whether we whether we adopt housing first or not if this if many of the services remain in the area  chronically homeless individuals are going to remain in the area whether they're sheltered or not."
,homelessness,"I think that is kind of a concern that I've had also, as you know, my voice to the media that we need to start those, that task force again, the homelessness task force that some of the council members, I know [ORGANIZATION], [PERSON], were both a part of [ORGANIZATION], [LOCATION] before we received a new council. Um, I know talking to a lot of these council members that they're, they're looking for that, um, permanent supportive housing and we really need to work on that."
,homeless,"I think some of the biggest issues that we had in the past was, it was hurry up, make a decision and this is what we're going to do, uh, which I believe a longer in, you know, um,  Timing is horrible all the time with this issue. There's always going to be a homeless issue, but we need to work on a long-term solution and bring everybody to the table to work on that."
,homeless,It's not the best case scenario. And we're not doing a very good job of running a [INSTITUTION] as it relates to [ORGANIZATION]. So I don't understand how we transition from there as a [ORGANIZATION] into something that's going to be downtown to help support the homeless when we are doing less than a good job there on FAC0 right now.
,homelessness,"The other question I have, and it relates not only to homelessness, but definitely the overall health of the city financially. I have some really deep concerns on how we're going to move forward in [ORGANIZATION] and also [LOCATION], not only because of [ORGANIZATION], but what is happening right now. The health of our city is dependent upon the school corporation, if I remember correctly, if I know that to be true."
,homeless,"So how are we going to continue to offer the services, [INSTITUTION] included?  to all of these people who don't have anything when we don't have anything coming in and so there's a lot more to that discussion but i would just ask those two right now because uh i think we're you know in a crunch for time right now"
,homeless,"But those instances have been relatively infrequent, given the number, and we've had a number of guests recover successfully in return.  back to [ORGANIZATION]. So, I mean, there's also been some positive stories about that. So, I would just contest the fact that it hasn't been run well, despite there is a concerted effort by, you know, by certain folks up in the general area of the isolation center that just don't like it, just like almost any homeless service that is provided across the community."
,homeless,"So if we're going to go back to the same type of framework, then what are we going to change up and do? And that's not necessarily hiring new people  I don't know if we want to be in the homeless, the homeless, the idea of being a homeless center, meaning [ORGANIZATION], the city of [ORGANIZATION]. Yeah, no, that's a fair point."
,homeless,"We already have the homeless is our most vulnerable population. We also coupled with the disparities study, coupled with [PERSON], coupled with the minority businesses and even the entire economy. So I definitely know that this is going to take a long time."
,homeless,"Mayor [PERSON], I would like to first start off with a question. And I don't know, I could be misunderstanding this, but it seemed that in the beginning you were talking about the potential funding for a city-run [INSTITUTION] being [ORGANIZATION] dollars that we  we get and currently distribute area service providers. So are we talking about discontinuing that district in favor of taking those dollars and putting them towards the city one run shelter?"
,homeless; homelessness,"I know we can't get into everything [TIME]. I also have some concerns about...  the model and, you know, if we're talking low barrier or no barrier, right, I think that, you know, to expect folks to give folks a roof over their head. over their head without expecting them to address any kind of root cause for for the homeless uh for the homelessness given that nearly 75 percent of unsheltered folks in the you know [ORGANIZATION] struggle with substance abuse i think that those are real things to address and what that looks like from a programming standpoint uh if the city were trying to take this and that's that's a big"
,homelessness,"I don't believe that it is a best practice for us to  be operating a facility like that when so many needs are there right the wraparound services I've had numerous calls [ORGANIZATION] in emails from people in my district talking about the downtown area the that comes with chronic homelessness is a drug abuse some of  my residents and their families bicycling downtown, witnessing some things that he wished his children had not witnessed. So we do know that there is a bigger reach than I think the city should be getting involved with."
,homeless,"I met with you, sir, in your office in [ORGANIZATION], and I asked you if we could please talk  put that task force back together, that it was critical that we get moving on the homeless issues in the city. And that was early [ORGANIZATION]. I reached out to [ORGANIZATION] in [DATE], talking to her about my concerns about closing the weather amnesty during the [PERSON] pandemic, asking if we could find ways to please keep that open so that we did not have a situation downtown like we saw [ORGANIZATION]."
,homeless,"You mentioned in your opening that you have a coordinator for homeless services. I wonder if I could get their name and their hire date to know who that person is, because I've been on all of the [ORGANIZATION] homeless community meetings. and they are not aware of this coordinator."
,homeless,"Thank you. Thank you, Vice President [PERSON]. I'd like to thank you for coming before the council and sharing information not only in regards to [PERSON] but the situation with our most vulnerable population and that's the homeless  I agree."
,homeless; affordable housing,"One thing about being the last person, a lot of things that you would state have already been stated, but I believe it's very critical that we start having conversations in regards to a housing issue. We have a lack of affordable housing, safe housing for a large percentage of our residents. That includes the homeless."
,homeless,"I understand that this is a very tough, uh,  conversation and decisions that we have to make. But we want to make sure that all of our citizens, including the homeless, that they're safe and that they have healthy shelter as we move forward as a city. Thank you."
,homeless,"I just have a really quick comment about as we're leading into a new idea or a new, I guess, homeless situation. I guess this is going to be another advocacy group built out of community members or elected officials. One thing that I want to point out [ORGANIZATION] was really difficult out there for many members of the community, at least the whole nine."
,homeless,"But that's not what I got. I got phone calls about the activity and some of the violent nature in which it was handled by our local [INSTITUTION]. I don't know how ORG0 ends up out in front of some homeless people that we know that's unarmed, that is very vulnerable and need help."
,homeless,"It's back to me, full [STREET] again. I, Mr. [PERSON], there's maybe one population that we haven't  talked about in full and that our homeless population in [ORGANIZATION] and we've certainly invested in the quarantine site and to isolate persons who are homeless if they test positive or while they're waiting for their test. Do you foresee any other um uh  additional concerns coming with that particular population and potentially other assistance that may need to provide?"
,affordable housing,"preserve and expand affordable housing options within the neighborhood and identify homes needing repair through code enforcement. Built form and zoning, the main issue here was promote neighborhood scale corner store businesses on FAC0 and other amenities included things like the improvement of FAC1 and the surrounding park, improvements to FAC2, and to encourage development of neighborhood businesses. So out of all of that we we  started to formulate the neighborhood plan itself."
,affordable housing,And I'm quite sure that we'll begin to see some advancement in terms of having affordable housing within our community. And I would just like to just echo all the comments. I would first of all like to thank council woman [ORGANIZATION] for leading the charge on this.
,affordable housing,"And hopefully this will help to bring some hope to developers so that we can take care of the infill and be able to start building affordable housing because we need it. Thank you. PERSON0, I forgot that you were online."
,homeless,"Open ears and hearts that there may be clarity in disagreement and discernment in all decisions. O Lord, help us to cooperate with you in delivering all people in [ORGANIZATION] from poverty, prejudice, and oppression. [ORGANIZATION] the homeless."
,affordable housing,"IT WOULD BE, AND I KNOW THERE'S, IT WOULD BE AFFORDABLE HOUSING. I KNOW THERE'S BEEN TALK OF A DEVELOPER COMING IN SOMETIMES RAISES THAT THIS IS CHANGING FROM AN AFFORDABLE HOUSING SITUATION TO MARKET RATE, BUT IT WOULD BE AN AFFORDABLE, THESE WOULD BE AFFORDABLE HOUSING UNITS MANAGED BY [ORGANIZATION]. [PERSON], [ORGANIZATION]."
,homelessness,"So we'll look to come up with a financing plan with all of you and which projects are of highest priority and hope to move that forward [ORGANIZATION]. [ORGANIZATION] AND MENTAL HEALTH. AGAIN, STARTING WITH [ORGANIZATION], I KNOW THE COUNTY TEAM AND THE SHERIFF REDMAN AND [LOCATION]."
,homeless; homelessness,"If you recall, we appropriated just under $6 million for county partnerships on mental health and homelessness. The county has also moved forward with some support for [ORGANIZATION],  and ORG1. And so those are things we're taking a look at when we talk about county partnerships."
,homeless,"So [ORGANIZATION] and the intake center, there's not a concrete report  uh... thing that that's moving forward at this time even though it is uh... being worked on actively uh... but uh... [ORGANIZATION] in the center for the homeless uh...  PROJECTS HAVE GOTTEN APPROVAL FROM THE COUNTY COUNCIL FOR THEIR ARP DOLLARS AND SOME OF THOSE DOLLARS THAT CONTEMPLATE AT SOME LEVEL CITY PARTNERSHIPS."
,affordable housing,"The lighting, I'm very glad to happy to see that lighting. And I'll be interested moving forward once they do all the replacements, what that looks like as far as identifying the other areas in town that  that could use that lining especially as a means of helping to tour crime and that type of thing and perhaps working with our law enforcement they work all over the city I'm sure they have a good idea and the housing affordable housing so key so just a couple observations from my end"
,affordable housing,"And that's important as we're looking to  address the issue of affordable housing. So, well, I will now entertain a motion regarding Bill 103-22. I move for passage."
,affordable housing,"The position would assist in the management and strategic leadership of [ORGANIZATION] and really help expand the reach of that executive director to address  What again and again during the budget hearings and during the budget cycle come up, and we heard from the mayor [TIME], come up as the most important or some of the most important things that we work on in the community, affordable housing, small business support, economic development, those kinds of things. And really important from the administration's perspective is that this establishment really mimics a leadership model that's proven effective. So almost every other city department, really every other city department has this leadership model where there's a department head and then a deputy to expand the reach of that department head and to assist in the strategic leadership of [ORGANIZATION]."
,homeless,"The only criteria that they recommend is for you to be vaccinated to be able to be in person. As we did [ORGANIZATION], the council, we will be giving out hat, gloves, scarves, and toiletries to the homeless facilities that we have. I think there were six [ORGANIZATION]."
,homeless,"The [ORGANIZATION] program, [ORGANIZATION], ORG2, [PERSON], [LOCATION], and [ORGANIZATION]. And if you would like to be a part of that, please let me know. And I did contact the warming centers to see if we had any walk-ins and was pleased to know that there were not any walk-ins that went to any of our public locations that are deemed warming centers."
,housing crisis; affordable housing,"Before I finished with [ORGANIZATION] of [PERSON], we knew that the GPE2 housing authority had a problem [ORGANIZATION]. They were even raided by the federal government. So what I'm saying is because we do have a housing crisis, because we're now 6,000 affordable housing units, because of all these things that are going on, and knowing that the housing authorities here locally are taking on the same challenge, why wouldn't we, as elected leaders of this city, very clearly,  be sure that our dollars, that $6, needs to stay here locally by making sure that these devices were well underway working for what these gentlemen are doing."
,affordable housing,"And we put out an RFP. And these are the people who have responded. They're going to spend $14 million on one group and then $12.5 million to bring our lots back to,  back online so that we can have affordable housing happening."
,affordable housing,"DATE0. THE HIGH LEVEL 50 AFFORDABLE THE HIGH LEVEL 50 AFFORDABLE THE HIGH LEVEL 50 [ORGANIZATION] ACROSS 37 HOUSING UNITS ACROSS 37 HOUSING UNITS ACROSS 37 CITY-OWNED PROPERTIES CITY-OWNED PROPERTIES CITY-OWNED PROPERTIES AMIDST THE SINGLE-FAMILY HOMES,  Thank you. I just found the public portion is now closed."
,affordable housing,"The upstairs unit has a bathroom. So I think it makes for better affordable housing and also helps to offset the substantial funding needed to rehab this type of a house. I'm paying with it with my personal funding and  electrical needs a meter and I've taken the steps to implement that, plumbing upgrades and so on."
,affordable housing,"Well, thank you very much again for the investment in the first district and helping to provide affordable housing for individuals in that area. Council members, do you have any questions?  councilman PERSON0 yeah"
,affordable housing,"And I posed a question that came for my answer [ORGANIZATION]. Thank you, sir. Affordable housing definition that you wanted was housing is considered affordable when rent or mortgage plus utilities is no more than 30 percent of a household's gross income."
,affordable housing,"OK, but my question was the term that has been flipped around has been flipped on poor people and poor people. When they hear the word affordable housing, they think that they can afford it. But that's not true here in the city of [ORGANIZATION] with the [STREET] things are going."
,affordable housing,"Thank you. I'm excited about the build in this neighborhood and following the comprehensive plan and giving people an opportunity to live in decent, affordable housing. I'll yield my comments."
